Volume,VIX_Close,Historical_Volatility,Alpha,Beta,date,Positive,Negative,Neutral,Financial_Sector_Close
88698600,38.150001525878906,104.92725468065387,0.0030813834354506,1.2164577724222356,2020-04-17,3,0,0,22.38999938964844
59063100,43.83000183105469,104.62885870847616,0.0033926689849144,1.201200332123067,2020-04-20,1,0,0,22.0
71957900,45.40999984741211,99.8479226625068,0.0034839047181262,1.1978180435282924,2020-04-21,0,0,0,21.290000915527344
47507800,41.97999954223633,98.35650907729358,0.0027528386663501,1.1974520699214366,2020-04-22,2,0,0,21.520000457763672
71740200,41.380001068115234,97.10547432437818,0.0027016196959809,1.210951550571026,2020-04-23,3,0,0,21.43000030517578
33825300,35.93000030517578,91.11717075305968,0.0011046380154443,1.1731590226704496,2020-04-24,2,0,0,21.739999771118164
109435100,33.290000915527344,84.18426355375868,0.0020611352639522,1.2008496904874155,2020-04-27,6,0,1,22.479999542236328
46452300,33.56999969482422,71.76616384659576,0.0036235879923742,1.2189662850917318,2020-04-28,3,0,1,22.71999931335449
70064400,31.229999542236328,70.6883986516843,0.0035662531448983,1.179652913601247,2020-04-29,2,0,0,23.3799991607666
56745700,34.150001525878906,65.6921310457497,0.0026590218774366,1.188048972080451,2020-04-30,7,0,0,22.790000915527344
37534300,37.18999862670898,66.44514164333626,0.0026261538321067,1.2147629170260938,2020-05-01,2,0,1,22.059999465942383
50177200,35.970001220703125,65.46215418251181,0.0025076864623309,1.189860596893318,2020-05-04,6,0,1,21.86000061035156
65123000,33.61000061035156,62.56347145357605,0.0003697566822344,1.126026523547577,2020-05-05,3,0,0,21.790000915527344
63738400,34.119998931884766,53.67598338847327,-0.0005690452383561,1.1272400929674211,2020-05-06,5,0,0,21.31999969482422
61339000,31.440000534057617,53.54141311702008,0.0004733471733362,1.1466035965463408,2020-05-07,10,0,0,21.81999969482422
42218300,27.979999542236328,50.94147943757872,0.0008866894617483,1.1776941098612017,2020-05-08,3,0,1,22.290000915527344
54994900,27.56999969482422,50.424439566021626,0.0016832892858398,1.213884714447985,2020-05-11,4,0,0,21.86000061035156
62202700,33.040000915527344,50.76259259616806,0.0017198972877671,1.2043523639663676,2020-05-12,1,0,0,21.290000915527344
86848300,35.279998779296875,50.865622369602505,0.001544627377328,1.1969514487455153,2020-05-13,3,0,0,20.65999984741211
103763100,32.61000061035156,47.75167250729278,0.0021658368551632,1.2034395949876031,2020-05-14,4,0,0,21.190000534057617
70285000,31.88999938964844,47.35591702988901,0.0018870713704149,1.2060285366906314,2020-05-15,2,0,0,21.049999237060547
79548500,29.299999237060547,48.89297476198272,0.0052991388730864,1.3231391375139918,2020-05-18,2,0,0,22.1299991607666
56673200,30.530000686645508,45.44510726164482,0.0049288458953023,1.3420426129087952,2020-05-19,1,0,0,21.59000015258789
50402600,27.989999771118164,45.78776859446825,0.0049823273468345,1.341584420230184,2020-05-20,1,0,0,22.06999969482422
49939900,29.530000686645508,44.06748881661438,0.0025495414719638,1.2763411952324617,2020-05-21,0,0,0,22.0
37584500,28.15999984741211,41.159889701299456,0.0025042611591913,1.2487050232690182,2020-05-22,1,0,0,21.920000076293945
108349200,28.01000022888184,42.530093854622045,0.0086713594723195,1.4095212555718517,2020-05-26,2,0,0,23.059999465942383
121521200,27.6200008392334,44.2084914697264,0.0099091621606957,1.4113688796911192,2020-05-27,1,0,0,24.059999465942383
101590100,28.59000015258789,42.35223782391072,0.0107582330505027,1.4294661020739994,2020-05-28,2,0,0,23.68000030517578
86969000,27.51000022888184,42.12526554747591,0.0082944297629807,1.3713096844740815,2020-05-29,1,2,1,23.40999984741211
52619200,28.229999542236328,39.68199022045178,0.0088661539027124,1.398088277297968,2020-06-01,2,0,0,23.68000030517578
52572800,26.84000015258789,39.28346222309824,0.0099319572908119,1.4722007916471858,2020-06-02,2,0,0,23.8700008392334
77622900,25.65999984741211,38.97901051364163,0.0137492207747628,1.5867077117601065,2020-06-03,0,0,0,24.76000022888184
97575100,25.809999465942383,39.24240307618081,0.0139287369452701,1.545875278773635,2020-06-04,0,0,0,25.299999237060547
135859300,24.520000457763672,40.13932526094104,0.0140247339674197,1.5443916345112327,2020-06-05,0,0,0,26.239999771118164
80298400,25.809999465942383,40.23490602894006,0.0132101169709023,1.5234400757201323,2020-06-08,0,0,0,26.739999771118164
92833100,27.56999969482422,40.23733507318585,0.0133190716885288,1.574519702024669,2020-06-09,1,0,0,26.170000076293945
110848900,27.56999969482422,42.093784471347576,0.0149610289582769,1.673756619695986,2020-06-10,0,0,0,25.190000534057617
233116600,40.790000915527344,48.61752468274276,0.0125433111025315,1.5341726816931658,2020-06-11,1,0,0,23.1299991607666
127502900,36.09000015258789,48.77201705024398,0.0138795678584176,1.594778052926678,2020-06-12,1,0,0,23.82999992370605
92469500,34.400001525878906,47.80023848692176,0.0145340861496943,1.5987039101832277,2020-06-15,0,0,0,24.15999984741211
108121300,33.66999816894531,47.79153897947286,0.0143128069760791,1.5838463362410984,2020-06-16,0,0,0,24.540000915527344
56320900,33.470001220703125,48.07085299785184,0.0142385480551819,1.5786599525315477,2020-06-17,0,0,0,24.170000076293945
61206500,32.939998626708984,47.49787979312505,0.013858848069254,1.573177721419612,2020-06-18,0,0,0,24.13999938964844
99903900,35.119998931884766,47.244942791426446,0.0142391241000871,1.5788114223672047,2020-06-19,1,0,0,23.979999542236328
47929500,31.770000457763672,46.980102114894656,0.0140874402526036,1.565682536627088,2020-06-22,0,0,0,23.709999084472656
47218900,31.3700008392334,46.52764530130789,0.0142319160041119,1.5850073727519982,2020-06-23,0,0,0,23.81999969482422
90217500,33.84000015258789,47.12716314381689,0.0139051030118466,1.5585154743002114,2020-06-24,1,2,0,22.979999542236328
110208900,32.220001220703125,46.54126799603655,0.0139947961914944,1.5597975504680748,2020-06-25,1,0,0,23.59000015258789
123959100,34.72999954223633,48.15106698621128,0.0146863634431854,1.578108683478024,2020-06-26,3,0,0,22.57999992370605
69107100,31.780000686645508,48.13728825815459,0.0135774833081323,1.5514037999115895,2020-06-29,1,0,0,22.82999992370605
60653100,30.43000030517578,46.15340619508199,0.0128185924188701,1.5216234383073368,2020-06-30,4,0,0,23.13999938964844
60500300,28.6200008392334,45.58703019854879,0.012333253571169,1.5203026014996674,2020-07-01,0,0,0,22.940000534057617
50841900,27.68000030517578,45.20065483737653,0.0120923571113266,1.531220090616946,2020-07-02,3,0,0,22.96999931335449
60271700,27.940000534057617,45.454821349736285,0.0120077291534213,1.5242603976518814,2020-07-06,5,0,0,23.40999984741211
43810900,29.43000030517578,45.915287303450704,0.0097560902365881,1.4827214168238332,2020-07-07,0,0,0,22.93000030517578
53046100,28.07999992370605,43.606908446075344,0.0080383147745786,1.4426543885469838,2020-07-08,2,0,0,23.170000076293945
71163700,29.26000022888184,42.15423565928933,0.0081403892631515,1.4473471863180865,2020-07-09,3,0,0,22.68000030517578
94440600,27.290000915527344,43.15471232538065,0.0101738022190331,1.478797118087719,2020-07-10,3,0,0,23.459999084472656
102487100,32.189998626708984,43.03521299042307,0.0098887943130803,1.4493467052184368,2020-07-13,2,0,1,23.559999465942383
102468300,29.520000457763672,42.93249250247466,0.009116282670197,1.4319650953900829,2020-07-14,1,0,0,23.68000030517578
90561800,27.76000022888184,43.24800855736835,0.0082123340856858,1.4098186606822878,2020-07-15,4,0,0,24.14999961853028
74678500,28.0,41.87939048035515,0.0077670606334252,1.4226048219425285,2020-07-16,3,0,0,24.14999961853028
47033200,25.68000030517578,41.39610915868492,0.0070306275474147,1.4097978141104983,2020-07-17,0,0,0,23.950000762939453
40127600,24.459999084472656,39.79206151565688,0.005806411351436,1.3861726369955825,2020-07-20,3,0,0,23.84000015258789
46491300,24.84000015258789,39.823406265195096,0.0066500151124463,1.3813386587269216,2020-07-21,5,2,0,24.309999465942383
44437400,24.31999969482422,39.43747889294224,0.0067461678148312,1.3535766474204658,2020-07-22,4,0,0,24.309999465942383
49916100,26.07999992370605,37.94212066504182,0.005626498563217,1.2738181070885874,2020-07-23,4,0,0,24.32999992370605
41245600,25.84000015258789,28.30827658379101,0.003907820388231,1.2117469005392951,2020-07-24,1,0,0,24.270000457763672
43060200,24.739999771118164,27.16395215932933,0.0024025373825456,1.1779865331964987,2020-07-27,1,0,1,24.06999969482422
35370500,25.440000534057617,26.88423671551942,0.003004246947027,1.1861741948328115,2020-07-28,6,0,0,24.01000022888184
36491600,24.100000381469727,27.04683829192247,0.003608434173468,1.1901602980430108,2020-07-29,0,0,0,24.459999084472656
53994600,24.76000022888184,27.20542985733152,0.0036527494036933,1.2089251609156708,2020-07-30,7,0,1,24.020000457763672
50115900,24.459999084472656,27.203073148080108,0.0031488726254143,1.200661465795844,2020-07-31,1,1,1,24.030000686645508
42982100,24.280000686645508,27.1391907223448,0.0035915065912436,1.2092919770029558,2020-08-03,3,0,0,24.100000381469727
30754400,23.76000022888184,27.126399065012013,0.0032213371174959,1.20514559938278,2020-08-04,6,0,0,24.0
34860700,22.989999771118164,27.37360392035018,0.0032642924602034,1.1912961171303849,2020-08-05,6,0,0,24.32999992370605
33115400,22.64999961853028,25.086306107575883,0.0012650039194429,1.1347717903526595,2020-08-06,9,1,1,24.31999969482422
63302800,22.209999084472656,24.701304031006902,-0.0027203407538312,0.8901185964474947,2020-08-07,2,0,0,24.84000015258789
45436100,22.1299991607666,20.628107019090866,-0.0022222923651388,0.902214345261727,2020-08-10,7,0,0,25.020000457763672
73758600,24.030000686645508,20.645035885945035,-0.0041460837142361,0.7878385754775024,2020-08-11,2,0,0,25.309999465942383
58793600,22.280000686645508,20.494487524371884,-0.0059179161432162,0.7101263430281689,2020-08-12,4,0,0,25.239999771118164
35222500,22.1299991607666,20.391337669863315,-0.0055728399186423,0.7300141184494919,2020-08-13,10,0,0,25.07999992370605
28276900,22.049999237060547,20.38707370681052,-0.0070458340470318,0.6712724038242842,2020-08-14,1,0,1,25.18000030517578
53397000,21.350000381469727,20.59783147079276,-0.0103224345342271,0.5342178336929092,2020-08-17,5,0,0,24.76000022888184
35502500,21.51000022888184,19.63201044214778,-0.0112361919397272,0.51526000339227,2020-08-18,2,0,0,24.600000381469727
59847200,22.540000915527344,19.495546783685587,-0.0131701472631331,0.3996911070482445,2020-08-19,3,0,0,24.59000015258789
45586100,22.71999931335449,18.53392069957144,-0.0189121659815121,0.2111156510144155,2020-08-20,4,0,0,24.36000061035156
35349200,22.540000915527344,15.98886048149467,-0.0180703979655491,0.2622513600054354,2020-08-21,1,0,0,24.309999465942383
51010900,22.3700008392334,17.242825626193873,-0.0144568201705759,0.3918293798303887,2020-08-24,2,0,0,24.88999938964844
55236900,22.030000686645508,17.21816909651405,-0.017189065021068,0.2947126052629315,2020-08-25,1,0,0,24.959999084472656
30646600,23.270000457763672,16.45136503766751,-0.0186959582247619,0.2409622559419094,2020-08-26,1,0,0,24.84000015258789
66463900,24.46999931335449,17.074127755675654,-0.018123406231564,0.2273211900702922,2020-08-27,1,0,0,25.26000022888184
49170600,22.959999084472656,16.829844518895147,-0.0167891368405796,0.2729782866609185,2020-08-28,0,0,0,25.36000061035156
52259000,26.40999984741211,17.20382045876703,-0.0163246118692023,0.340016869093223,2020-08-31,1,0,0,25.059999465942383
42036100,26.1200008392334,16.3570784610076,-0.0161098554052253,0.3461934106870883,2020-09-01,0,0,0,25.1299991607666
48432500,26.56999969482422,16.787347032146627,-0.0122614800336596,0.5181451957989773,2020-09-02,1,0,0,25.489999771118164
98405500,33.599998474121094,17.495983956959744,-0.0131936501601795,0.4735903202836624,2020-09-03,1,0,0,25.100000381469727
111105500,30.75,17.562016095511797,-0.0128743717685681,0.4528581176946076,2020-09-04,0,0,0,25.290000915527344
84687600,31.459999084472656,19.097426496593545,-0.010419556469079,0.5753456172929315,2020-09-08,0,0,0,24.63999938964844
52321200,28.809999465942383,19.25772907223182,-0.0119102286152968,0.5312200699717503,2020-09-09,0,0,0,24.88999938964844
55515300,29.709999084472656,19.02757679848576,-0.0114627511586207,0.5336565866220444,2020-09-10,2,0,0,24.540000915527344
69285700,26.8700008392334,18.3102349953081,-0.0109450213268442,0.5403130378851659,2020-09-11,0,0,0,24.709999084472656
51021000,25.850000381469727,18.67607835208788,-0.0101587834446911,0.5616921290732324,2020-09-14,1,0,0,25.049999237060547
48459900,25.59000015258789,19.169900039433152,-0.0108495008151731,0.5477904558785196,2020-09-15,0,0,0,24.709999084472656
62119900,26.040000915527344,19.341469736318952,-0.0115150374913404,0.5154490964879737,2020-09-16,0,0,0,24.989999771118164
47334200,26.459999084472656,19.270551320667806,-0.0110591259805369,0.5369487967776073,2020-09-17,0,0,0,24.729999542236328
61707200,25.82999992370605,19.28315613034941,-0.0119927194279337,0.523337194041314,2020-09-18,0,0,0,24.68000030517578
72307300,27.780000686645508,19.661867550280768,-0.011706734212254,0.5674718047963959,2020-09-21,0,0,0,23.93000030517578
84561500,26.86000061035156,19.6110670122672,-0.012816502516108,0.5650880285168833,2020-09-22,0,0,0,23.729999542236328
54282500,28.57999992370605,20.11569981860252,-0.0110571654835935,0.6291375273951625,2020-09-23,2,0,0,23.200000762939453
56512300,28.51000022888184,20.165149001048302,-0.0108397172008909,0.6304188322959656,2020-09-24,0,0,0,23.25
46026600,26.3799991607666,20.46620012576628,-0.0108279792135859,0.6360134560885564,2020-09-25,3,0,0,23.489999771118164
62803500,26.190000534057617,21.712229988778336,-0.0082505945027224,0.6941930759927267,2020-09-28,2,0,0,24.049999237060547
53250800,26.270000457763672,21.481940138397736,-0.0079993589632086,0.7054587870333748,2020-09-29,1,0,0,23.75
66732200,26.3700008392334,21.826709036316903,-0.0074281719647165,0.7213858095869123,2020-09-30,3,1,0,24.06999969482422
65766100,26.700000762939453,21.836052857168983,-0.006977252506974,0.7263385641717878,2020-10-01,3,0,1,24.11000061035156
63368100,27.6299991607666,21.79571278519883,-0.0068868647346784,0.7036823419342005,2020-10-02,3,0,0,24.299999237060547
58911700,27.959999084472656,22.28342050818836,-0.0078201947307765,0.6844384465590627,2020-10-05,2,0,1,24.700000762939453
88404900,29.479999542236328,21.40371237460125,-0.0078165075264534,0.6857926592879388,2020-10-06,5,0,1,24.450000762939453
53815200,28.059999465942383,21.95223451278846,-0.0063213862499432,0.7217780276480424,2020-10-07,2,0,0,24.86000061035156
57646300,26.36000061035156,22.243623923769785,-0.0064600847108504,0.7269171029833903,2020-10-08,5,0,0,25.200000762939453
52031600,25.0,21.715510202949613,-0.006780900286276,0.7200557218407634,2020-10-09,3,0,0,25.229999542236328
45931400,25.06999969482422,21.91962127836884,-0.0066228586128044,0.7131468801219114,2020-10-12,0,0,1,25.51000022888184
60377800,26.06999969482422,22.387120197931328,-0.0065589405723806,0.7323295333517815,2020-10-13,4,0,0,25.020000457763672
48982200,26.39999961853028,22.54800209308207,-0.0069075251907206,0.7292757445806424,2020-10-14,3,1,0,24.780000686645508
41637200,26.96999931335449,22.25870445127104,-0.0051450368624778,0.8026260993032804,2020-10-15,8,0,0,24.96999931335449
40103600,27.40999984741211,21.80612704630448,-0.0049620708108962,0.8289989554538614,2020-10-16,5,0,0,24.989999771118164
42989000,29.18000030517578,22.126862651637715,-0.0051603296855463,0.8192961084720014,2020-10-19,2,0,0,24.61000061035156
67293900,29.350000381469727,20.911871214779048,-0.0039450467305185,0.8538192213967495,2020-10-20,11,0,0,24.809999465942383
44307200,28.64999961853028,20.76692987649289,-0.0038698500926045,0.863127851628619,2020-10-21,6,1,0,24.68000030517578
39511800,28.11000061035156,21.08780660914882,-0.0031050593395989,0.8823039270230237,2020-10-22,10,1,0,25.170000076293945
45092700,27.549999237060547,21.025115503707017,-0.0034062909085963,0.8732582295585346,2020-10-23,1,0,0,25.25
54015100,32.459999084472656,21.74859865563596,-0.0016225554542426,0.9282317594461984,2020-10-26,8,0,1,24.68000030517578
46083300,33.349998474121094,22.042586499587816,-0.0018771312469463,0.9608724798868632,2020-10-27,9,0,0,24.229999542236328
89288300,40.27999877929688,22.93858998125092,-0.0032486487215754,0.8938128639668204,2020-10-28,7,0,0,23.61000061035156
60908400,37.59000015258789,22.937073408519648,-0.0032929590730971,0.9071844686495006,2020-10-29,22,0,1,23.790000915527344
66221600,38.02000045776367,22.96494209154723,-0.0040237810544418,0.8390298247652205,2020-10-30,3,0,1,23.86000061035156
65136000,37.130001068115234,22.435979224040267,-0.0017051690545307,0.8961261999227492,2020-11-02,9,0,0,24.309999465942383
79834200,35.54999923706055,23.10309865811837,-0.0012618014587753,0.9041714423927008,2020-11-03,5,0,0,24.850000381469727
87397400,29.56999969482422,22.31933606852452,-0.0052737833463235,0.7762687373542517,2020-11-04,7,0,1,24.559999465942383
65942300,27.57999992370605,23.23182823176998,-0.0040537738801408,0.8124140343059649,2020-11-05,14,0,0,25.15999984741211
60783500,24.86000061035156,23.31246560148053,-0.0052961957689149,0.7865760611697328,2020-11-06,14,0,0,24.959999084472656
162966800,25.75,31.753466042634305,0.0003571863755808,0.9107122590398746,2020-11-09,16,0,0,27.01000022888184
85851200,24.799999237060547,31.370164152112096,0.0002172076682735,0.9039346564728432,2020-11-10,7,0,0,27.14999961853028
65062400,23.450000762939453,31.346337082376905,-0.000318849092928,0.892451041101947,2020-11-11,4,0,1,27.040000915527344
62733800,25.350000381469727,31.91037967820409,0.0001438992708568,0.94846941288507,2020-11-12,13,0,0,26.59000015258789
45031800,23.100000381469727,32.11316835509878,0.000565943369664,0.960339019854424,2020-11-13,6,0,1,27.030000686645508
67556100,22.450000762939453,32.348308631738895,0.0013656089240327,0.9841613768084876,2020-11-16,7,0,0,27.6299991607666
63679700,22.709999084472656,32.12034039484708,0.0016044040597826,0.9890797807626298,2020-11-17,5,0,0,27.59000015258789
71578400,23.84000015258789,32.12116284589758,0.0013346602247811,0.983175112627238,2020-11-18,3,0,0,27.32999992370605
47194800,23.11000061035156,31.96900083621465,0.0019016508300622,0.9969265792934936,2020-11-19,4,0,0,27.420000076293945
39974700,23.700000762939453,32.143471990461485,0.0028179178666382,1.0292900748989104,2020-11-20,0,0,0,27.18000030517578
51870500,22.65999984741211,32.391742598855885,0.0034273996905613,1.0179774669692845,2020-11-23,3,0,0,27.690000534057617
60983200,21.63999938964844,32.94831912196285,0.005092934080248,1.0572204152643383,2020-11-24,4,0,1,28.65999984741211
45204600,21.25,32.76640525948474,0.0048834949679343,1.0645552102810554,2020-11-25,3,0,0,28.559999465942383
26981200,20.84000015258789,32.83250810892251,0.0046076333780512,1.062152910300748,2020-11-27,1,0,0,28.46999931335449
72524200,20.56999969482422,33.63298298618807,0.0045620072754635,1.0869850933410137,2020-11-30,3,0,0,27.8799991607666
53972100,20.770000457763672,33.30160594577821,0.0045977094723247,1.0882677650223465,2020-12-01,2,1,0,28.309999465942383
57471800,21.170000076293945,33.33645076111228,0.004864178625808,1.0820224922518416,2020-12-02,1,0,0,28.6200008392334
49566000,21.280000686645508,33.22956032983588,0.0042519722274071,1.0751598858969114,2020-12-03,1,0,0,28.6299991607666
52713100,20.790000915527344,33.01125370107237,0.004392702587872,1.0764162293821842,2020-12-04,0,0,0,28.979999542236328
34631600,21.299999237060547,33.18110843787348,0.0039101387863997,1.0581878169284007,2020-12-07,1,0,0,28.780000686645508
31628500,20.68000030517578,32.205344052946046,0.0037304937413424,1.031639780080175,2020-12-08,0,0,0,28.770000457763672
47589600,22.270000457763672,31.517516964415933,0.0058011858968212,1.1381959456739514,2020-12-09,2,0,0,28.700000762939453
41298300,22.520000457763672,30.09789135407312,0.006667427749734,1.1637364587250274,2020-12-10,0,0,0,28.75
48216300,23.309999465942383,30.48156387782322,0.00843964056336,1.2893957026711094,2020-12-11,1,0,0,28.459999084472656
38302900,24.71999931335449,30.89884545708649,0.0084998155784045,1.306374696958306,2020-12-14,0,0,0,28.1299991607666
38604200,22.88999938964844,30.837519981589384,0.0087500781489745,1.3158799073427054,2020-12-15,1,0,0,28.61000061035156
55602800,22.5,30.44949373294312,0.0201553905744593,1.7595426985669698,2020-12-16,2,0,0,28.65999984741211
38510900,21.93000030517578,30.05425537955452,0.0226041465980748,1.8620228268492005,2020-12-17,1,0,0,28.739999771118164
56080100,21.56999969482422,29.766924632370788,0.0227608478630495,1.8609689731647288,2020-12-18,1,0,0,28.489999771118164
77688100,25.15999984741211,29.6547342937228,0.0101181026402972,1.3854016605343784,2020-12-21,2,0,0,28.71999931335449
42317900,24.229999542236328,19.96039373179984,0.0103262191376895,1.4145079755870602,2020-12-22,1,0,0,28.440000534057617
52681400,23.309999465942383,20.38074043769734,0.0128484780391477,1.4760683489092843,2020-12-23,1,0,0,28.90999984741211
16071000,21.530000686645508,20.294676157560147,0.0120522230196726,1.4450181685560957,2020-12-24,0,0,0,28.950000762939453
32824800,21.700000762939453,19.464275010711724,0.0116196024152203,1.4335165629623778,2020-12-28,2,0,0,29.09000015258789
23607000,23.07999992370605,19.138744245425084,0.0104156106945173,1.3918724525515684,2020-12-29,0,0,0,28.989999771118164
16616700,22.770000457763672,18.24532017333417,0.0109285521325101,1.4170470850241916,2020-12-30,1,0,0,29.1200008392334
26239300,22.75,18.45740892535078,0.01320313454983,1.520080894536243,2020-12-31,2,0,0,29.479999542236328
47086300,26.96999931335449,18.72943754050993,0.0110480618535571,1.413523765205378,2021-01-04,2,0,2,29.07999992370605
35265400,25.34000015258789,18.73818287027097,0.0101913292340083,1.3864305498277112,2021-01-05,3,0,0,29.209999084472656
102254900,25.06999969482422,21.867601643570705,0.0131128833980309,1.4736828311428083,2021-01-06,3,0,0,30.5
64342700,22.3700008392334,21.654493685820487,0.0071602606362258,1.2480773697017626,2021-01-07,11,0,0,30.940000534057617
54266400,21.559999465942383,19.64719597155623,0.0061657581560302,1.2142401566379115,2021-01-08,3,0,0,30.920000076293945
56590400,24.07999992370605,19.55915608443464,0.0052602377628105,1.150649421526608,2021-01-11,12,2,1,31.020000457763672
60546600,23.32999992370605,19.58282626926852,0.0038283913894869,1.0523160492066888,2021-01-12,10,0,0,31.34000015258789
55394700,22.209999084472656,18.22898768858716,0.0032687721068769,1.0383191700451808,2021-01-13,2,1,2,31.31999969482422
49828800,23.25,17.915740166678876,0.0025169383489295,1.0079371522310046,2021-01-14,10,0,2,31.459999084472656
68732700,24.34000015258789,18.716393292958024,0.0040458652540573,1.085891957422431,2021-01-15,9,0,0,30.940000534057617
97457200,23.239999771118164,18.702410968675203,0.0024143648913572,1.0310714933611729,2021-01-19,14,0,1,31.020000457763672
56113100,21.57999992370605,18.59595843850425,-0.0029303486734898,0.8247983851739661,2021-01-20,13,1,0,30.88999938964844
43713800,21.31999969482422,18.79237938911024,-0.002873989183508,0.8392419097206621,2021-01-21,12,0,0,30.559999465942383
